Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,number_established_years
food,20.2,regular,0.117543713,baking_goods,197.311,out049,medium,tier_1,supermarket_type1,3338.987,22
food,15.6,low_fat,0.116815953,frozen_foods,75.567,out013,high,tier_3,supermarket_type1,1684.474,34
food,15.1,regular,0.100060762,fruits_and_vegetables,144.0786,out045,ultra_high,tier_2,supermarket_type1,2600.6148,19
food,17.1,low_fat,0.0,fruits_and_vegetables,111.9886,out046,small,tier_1,supermarket_type1,3002.0922,24
food,6.75,regular,0.108458498,dairy,96.9752,out045,ultra_high,tier_2,supermarket_type1,958.752,19
food,17.6,regular,0.076276208,meat,110.9202,out045,ultra_high,tier_2,supermarket_type1,1687.803,19
food,6.63,regular,0.104183308,baking_goods,166.15,out049,medium,tier_1,supermarket_type1,3828.35,22
food,12.857645184135976,low_fat,0.126760908,breakfast,176.937,out019,small,tier_1,grocery_store,352.874,36
food,6.425,low_fat,0.093983518,fruits_and_vegetables,175.5712,out017,ultra_high,tier_2,supermarket_type1,1230.3984,14
drinks,15.0,low_fat,0.049038621,soft_drinks,65.4168,out013,high,tier_3,supermarket_type1,1661.8368,34
food,11.85,regular,0.0,baking_goods,51.2666,out035,small,tier_2,supermarket_type1,410.1328,17
drinks,9.5,low_fat,0.041065647,hard_drinks,223.5088,out017,ultra_high,tier_2,supermarket_type1,4697.8848,14
food,12.857645184135976,regular,0.014295564,fruits_and_vegetables,242.6512,out027,medium,tier_3,supermarket_type3,12117.56,36
non-consumable,5.615,low_fat,0.126480422,health_and_hygiene,121.573,out017,ultra_high,tier_2,supermarket_type1,3202.498,14
food,7.075,low_fat,0.058465268,dairy,145.3128,out045,ultra_high,tier_2,supermarket_type1,1869.5664,19
non-consumable,12.857645184135976,low_fat,0.163148041,household,116.6124,out027,medium,tier_3,supermarket_type3,3199.8348,36
food,19.7,low_fat,0.066922802,snack_foods,174.837,out035,small,tier_2,supermarket_type1,2999.429,17
food,19.75,low_fat,0.01247354,fruits_and_vegetables,187.5872,out045,ultra_high,tier_2,supermarket_type1,1323.6104,19
non-consumable,19.5,low_fat,0.014296484,household,53.7614,out049,medium,tier_1,supermarket_type1,1436.7964,22
food,9.0,low_fat,0.081996013,frozen_foods,216.2534,out035,small,tier_2,supermarket_type1,4301.068,17
food,12.857645184135976,low_fat,0.127469857,snack_foods,107.7622,out027,medium,tier_3,supermarket_type3,4022.7636,36
non-consumable,20.2,low_fat,0.112227747,household,123.5046,out013,high,tier_3,supermarket_type1,2739.1012,34
food,10.195,regular,0.012528611,meat,195.111,out017,ultra_high,tier_2,supermarket_type1,3731.809,14
food,9.3,low_fat,0.026818196,dairy,248.9092,out010,ultra_high,tier_3,grocery_store,498.0184,23
non-consumable,16.2,low_fat,0.176175402,health_and_hygiene,184.0608,out017,ultra_high,tier_2,supermarket_type1,2021.3688,14
food,12.857645184135976,low_fat,0.051924192,snack_foods,121.0072,out027,medium,tier_3,supermarket_type3,2940.1728,36
non-consumable,14.75,low_fat,0.032862976,health_and_hygiene,238.6906,out013,high,tier_3,supermarket_type1,4278.4308,34
food,12.857645184135976,low_fat,0.099681705,baking_goods,107.4622,out019,small,tier_1,grocery_store,317.5866,36
food,12.857645184135976,regular,0.299097859,dairy,157.863,out019,small,tier_1,grocery_store,469.389,36
food,9.395,regular,0.100602552,baking_goods,88.3856,out045,ultra_high,tier_2,supermarket_type1,703.0848,19
food,8.39,regular,0.024304264,frozen_foods,114.0176,out018,medium,tier_3,supermarket_type2,1488.7288,12
food,13.65,low_fat,0.035930784,snack_foods,184.4924,out013,high,tier_3,supermarket_type1,9069.5276,34
food,8.05,regular,0.078522357,fruits_and_vegetables,257.1646,out049,medium,tier_1,supermarket_type1,6183.9504,22
food,5.735,low_fat,0.05696122,fruits_and_vegetables,176.337,out046,small,tier_1,supermarket_type1,1764.37,24
food,13.5,low_fat,0.0,baking_goods,88.054,out013,high,tier_3,supermarket_type1,1211.756,34
food,12.0,regular,0.020411155,meat,98.6042,out046,small,tier_1,supermarket_type1,1091.2462,24
non-consumable,19.1,low_fat,0.177270016,household,174.0422,out046,small,tier_1,supermarket_type1,1724.422,24
food,12.85,low_fat,0.168312678,frozen_foods,45.906,out013,high,tier_3,supermarket_type1,885.514,34
food,13.6,regular,0.119077255,dairy,231.23,out013,high,tier_3,supermarket_type1,2330.3,34
non-consumable,12.857645184135976,low_fat,0.117825569,household,43.2796,out019,small,tier_1,grocery_store,41.2796,36
food,12.857645184135976,regular,0.138008431,dairy,54.8298,out027,medium,tier_3,supermarket_type3,1348.245,36
food,13.65,regular,0.0,snack_foods,55.8588,out045,ultra_high,tier_2,supermarket_type1,1431.47,19
non-consumable,12.857645184135976,lf,0.181769264,others,240.6196,out027,medium,tier_3,supermarket_type3,4579.3724,36
food,12.8,regular,0.023526504,meat,223.5404,out035,small,tier_2,supermarket_type1,5626.01,17
non-consumable,8.92,low_fat,0.130191993,household,176.837,out045,ultra_high,tier_2,supermarket_type1,2117.244,19
food,8.3,regular,0.038211537,dairy,87.7198,out046,small,tier_1,supermarket_type1,1569.9564,24
food,14.85,regular,0.009930514,snack_foods,157.463,out013,high,tier_3,supermarket_type1,2503.408,34
food,20.1,regular,0.022425236,fruits_and_vegetables,226.3036,out046,small,tier_1,supermarket_type1,910.8144,24
food,8.935,low_fat,0.040245222,frozen_foods,54.9298,out049,medium,tier_1,supermarket_type1,1348.245,22
food,11.6,Regular,0.143897558,dairy,240.6222,out013,high,tier_3,supermarket_type1,2868.2664,34
non-consumable,12.35,low_fat,0.041907648,health_and_hygiene,36.2216,out018,medium,tier_3,supermarket_type2,346.216,12
non-consumable,18.6,low_fat,0.118180011,others,56.2588,out046,small,tier_1,supermarket_type1,1030.6584,24
food,8.785,low_fat,0.025962714,fruits_and_vegetables,120.9414,out035,small,tier_2,supermarket_type1,1949.4624,17
non-consumable,8.88,low_fat,0.098603729,household,210.727,out035,small,tier_2,supermarket_type1,4194.54,17
food,12.1,low_fat,0.020652362,snack_foods,149.5734,out018,medium,tier_3,supermarket_type2,2227.101,12
food,16.85,low_fat,0.0,snack_foods,146.076,out017,ultra_high,tier_2,supermarket_type1,2636.568,14
food,12.857645184135976,lf,0.141106202,starchy_foods,87.9172,out027,medium,tier_3,supermarket_type3,3836.3396,36
food,11.8,regular,0.107662745,dairy,224.1772,out017,ultra_high,tier_2,supermarket_type1,2890.9036,14
non-consumable,20.25,low_fat,0.026005891,household,180.9976,out045,ultra_high,tier_2,supermarket_type1,2716.464,19
food,15.1,Regular,0.094037291,fruits_and_vegetables,62.3194,out049,medium,tier_1,supermarket_type1,495.3552,22
non-consumable,9.6,low_fat,0.024515221,health_and_hygiene,189.2214,out049,medium,tier_1,supermarket_type1,3956.8494,22
non-consumable,12.857645184135976,low_fat,0.325780807,household,252.7698,out019,small,tier_1,grocery_store,761.0094,36
food,7.72,regular,0.088864488,fruits_and_vegetables,119.3466,out017,ultra_high,tier_2,supermarket_type1,3064.0116,14
food,9.395,low_fat,0.103751236,snack_foods,235.8932,out046,small,tier_1,supermarket_type1,942.7728,24
non-consumable,16.0,low_fat,0.099290166,household,214.0902,out049,medium,tier_1,supermarket_type1,1486.7314,22
food,8.75,regular,0.07461309,fruits_and_vegetables,187.4556,out035,small,tier_2,supermarket_type1,3755.112,17
food,20.7,low_fat,0.170500183,canned,184.1266,out018,medium,tier_3,supermarket_type2,1659.8394,12
food,6.425,low_fat,0.063532672,breakfast,133.0626,out017,ultra_high,tier_2,supermarket_type1,1442.7886,14
food,4.88,regular,0.0,baking_goods,53.1298,out035,small,tier_2,supermarket_type1,808.947,17
food,12.0,low_fat,0.075856062,baking_goods,124.5388,out018,medium,tier_3,supermarket_type2,1733.7432,12
food,10.195,low_fat,0.211539389,canned,110.9886,out010,ultra_high,tier_3,grocery_store,111.1886,23
food,5.86,regular,0.151159243,meat,156.6314,out045,ultra_high,tier_2,supermarket_type1,3257.7594,19
non-consumable,12.857645184135976,low_fat,0.072317217,household,230.2668,out027,medium,tier_3,supermarket_type3,8062.838,36
non-consumable,16.5,low_fat,0.036611104,household,180.9318,out013,high,tier_3,supermarket_type1,3247.7724,34
non-consumable,12.85,low_fat,0.053527105,health_and_hygiene,185.1608,out049,medium,tier_1,supermarket_type1,2388.8904,22
food,18.0,low_fat,0.008533716,baking_goods,78.5618,out013,high,tier_3,supermarket_type1,402.809,34
drinks,12.857645184135976,low_fat,0.047377447,soft_drinks,150.6682,out019,small,tier_1,grocery_store,457.4046,36
food,12.857645184135976,low_fat,0.013745883,frozen_foods,62.0168,out027,medium,tier_3,supermarket_type3,1534.0032,36
food,12.857645184135976,low_fat,0.055648052,baking_goods,100.3016,out027,medium,tier_3,supermarket_type3,2833.6448,36
non-consumable,20.35,low_fat,0.021447102,household,76.3328,out017,ultra_high,tier_2,supermarket_type1,1312.9576,14
food,9.8,regular,0.045337184,baking_goods,36.8874,out049,medium,tier_1,supermarket_type1,564.5984,22
food,16.7,regular,0.038606365,snack_foods,146.5102,out045,ultra_high,tier_2,supermarket_type1,2770.3938,19
non-consumable,14.6,low_fat,0.059827007,others,239.2538,out017,ultra_high,tier_2,supermarket_type1,3605.307,14
food,6.765,regular,0.087187488,frozen_foods,105.5306,out013,high,tier_3,supermarket_type1,1567.959,34
food,12.857645184135976,regular,0.096000183,dairy,43.7086,out027,medium,tier_3,supermarket_type3,1293.6494,36
drinks,12.857645184135976,low_fat,0.071628097,hard_drinks,251.904,out027,medium,tier_3,supermarket_type3,4301.068,36
food,12.857645184135976,low_fat,0.181114059,snack_foods,141.647,out019,small,tier_1,grocery_store,429.441,36
food,20.6,regular,0.046114018,snack_foods,178.2344,out045,ultra_high,tier_2,supermarket_type1,1070.6064,19
food,6.3,low_fat,0.127647181,canned,207.927,out049,medium,tier_1,supermarket_type1,2097.27,22
food,12.857645184135976,regular,0.06216667,snack_foods,112.3518,out019,small,tier_1,grocery_store,683.1108,36
food,20.35,low_fat,0.054277132,snack_foods,117.3466,out018,medium,tier_3,supermarket_type2,824.9262,12
non-consumable,7.475,lf,0.013146636,household,214.5192,out045,ultra_high,tier_2,supermarket_type1,2804.3496,19
drinks,12.857645184135976,low_fat,0.068153091,soft_drinks,36.019,out019,small,tier_1,grocery_store,73.238,36
food,12.857645184135976,regular,0.0,fruits_and_vegetables,60.2194,out027,medium,tier_3,supermarket_type3,1733.7432,36
food,13.5,regular,0.017844609,snack_foods,81.396,out013,high,tier_3,supermarket_type1,1198.44,34
food,6.55,regular,0.034745307,breads,158.8288,out018,medium,tier_3,supermarket_type2,4399.6064,12
food,12.857645184135976,low_fat,0.067520165,fruits_and_vegetables,211.3586,out019,small,tier_1,grocery_store,422.1172,36
food,18.2,regular,0.026059557,baking_goods,241.2196,out035,small,tier_2,supermarket_type1,6507.5292,17
food,12.857645184135976,low_fat,0.077790204,canned,93.0804,out027,medium,tier_3,supermarket_type3,2940.1728,36
food,16.0,regular,0.173109453,snack_foods,155.2972,out045,ultra_high,tier_2,supermarket_type1,3894.93,19
food,13.15,regular,0.03810738,snack_foods,86.3856,out018,medium,tier_3,supermarket_type2,615.1992,12
food,6.67,regular,0.124126756,snack_foods,88.9514,out017,ultra_high,tier_2,supermarket_type1,2125.2336,14
non-consumable,17.6,low_fat,0.018905326,health_and_hygiene,234.659,out046,small,tier_1,supermarket_type1,8508.924,24
food,15.1,low_fat,0.076229769,baking_goods,90.483,out045,ultra_high,tier_2,supermarket_type1,1617.894,19
food,7.365,lf,0.042626422,fruits_and_vegetables,227.072,out049,medium,tier_1,supermarket_type1,4074.696,22
food,17.6,low_fat,0.058181585,meat,154.4314,out049,medium,tier_1,supermarket_type1,2326.971,22
food,9.5,regular,0.0,canned,79.596,out046,small,tier_1,supermarket_type1,1038.648,24
food,7.725,low_fat,0.047743195,canned,248.3092,out013,high,tier_3,supermarket_type1,6474.2392,34
food,7.1,low_fat,0.110234793,fruits_and_vegetables,171.708,out045,ultra_high,tier_2,supermarket_type1,3115.944,19
food,12.857645184135976,low_fat,0.029793955,snack_foods,167.2816,out027,medium,tier_3,supermarket_type3,5704.5744,36
food,5.405,regular,0.053924587,canned,198.2742,out017,ultra_high,tier_2,supermarket_type1,4379.6324,14
non-consumable,10.6,low_fat,0.035163639,health_and_hygiene,84.4224,out013,high,tier_3,supermarket_type1,852.224,34
food,12.5,low_fat,0.020739698,breads,198.9742,out045,ultra_high,tier_2,supermarket_type1,995.371,19
food,6.36,low_fat,0.120443298,fruits_and_vegetables,45.406,out013,high,tier_3,supermarket_type1,1118.544,34
food,18.6,low_fat,0.015769693,snack_foods,152.1366,out046,small,tier_1,supermarket_type1,1813.6392,24
food,19.85,regular,0.020961192,snack_foods,62.0194,out018,medium,tier_3,supermarket_type2,619.194,12
food,12.35,regular,0.186616421,baking_goods,78.6328,out018,medium,tier_3,supermarket_type2,1004.0264,12
food,9.3,low_fat,0.016087659,dairy,249.6092,out018,medium,tier_3,supermarket_type2,5976.2208,12
food,15.7,regular,0.037864721,frozen_foods,124.1046,out046,small,tier_1,supermarket_type1,1120.5414,24
food,12.85,low_fat,0.121702394,snack_foods,42.7428,out035,small,tier_2,supermarket_type1,703.0848,17
food,5.785,regular,0.0,fruits_and_vegetables,87.1856,out035,small,tier_2,supermarket_type1,1406.1696,17
food,6.92,regular,0.131665479,breakfast,91.8804,out017,ultra_high,tier_2,supermarket_type1,275.6412,14
food,15.1,low_fat,0.052339069,meat,242.7512,out046,small,tier_1,supermarket_type1,4119.9704,24
food,18.25,low_fat,0.015302653,snack_foods,198.0084,out049,medium,tier_1,supermarket_type1,793.6336,22
food,12.857645184135976,low_fat,0.022074764,snack_foods,141.418,out019,small,tier_1,grocery_store,559.272,36
non-consumable,5.615,low_fat,0.12566436,health_and_hygiene,123.473,out013,high,tier_3,supermarket_type1,1231.73,34
non-consumable,15.3,low_fat,0.02295878,household,101.6332,out013,high,tier_3,supermarket_type1,1845.5976,34
food,17.85,lf,0.065810045,frozen_foods,149.105,out046,small,tier_1,supermarket_type1,2247.075,24
food,17.1,low_fat,0.128674983,fruits_and_vegetables,112.3886,out045,ultra_high,tier_2,supermarket_type1,2334.9606,19
food,6.63,Regular,0.174110803,baking_goods,166.85,out010,ultra_high,tier_3,grocery_store,499.35,23
food,12.857645184135976,regular,0.0,fruits_and_vegetables,188.2556,out027,medium,tier_3,supermarket_type3,4693.89,36
food,11.6,regular,0.157718931,breakfast,168.3474,out017,ultra_high,tier_2,supermarket_type1,4548.0798,14
food,5.905,low_fat,0.045838211,canned,222.5456,out018,medium,tier_3,supermarket_type2,3315.684,12
food,16.7,regular,0.119462225,fruits_and_vegetables,182.7976,out046,small,tier_1,supermarket_type1,1810.976,24
food,14.65,regular,0.099692906,snack_foods,50.9666,out017,ultra_high,tier_2,supermarket_type1,717.7324,14
food,20.6,regular,0.048131556,fruits_and_vegetables,187.1556,out018,medium,tier_3,supermarket_type2,4693.89,12
food,16.5,low_fat,0.028418817,snack_foods,92.8146,out046,small,tier_1,supermarket_type1,2097.9358,24
food,10.5,low_fat,0.071548187,frozen_foods,120.2098,out018,medium,tier_3,supermarket_type2,602.549,12
food,15.1,low_fat,0.025993423,frozen_foods,147.4076,out046,small,tier_1,supermarket_type1,2808.3444,24
drinks,6.115,regular,0.007084185,soft_drinks,191.153,out017,ultra_high,tier_2,supermarket_type1,3415.554,14
food,10.5,regular,0.0,baking_goods,143.3128,out046,small,tier_1,supermarket_type1,1438.128,24
drinks,9.395,regular,0.109265987,soft_drinks,42.3112,out049,medium,tier_1,supermarket_type1,980.0576,22
food,12.6,low_fat,0.096212432,snack_foods,207.2612,out046,small,tier_1,supermarket_type1,4390.2852,24
food,7.6,regular,0.142292265,starchy_foods,171.3448,out013,high,tier_3,supermarket_type1,3238.4512,34
food,17.2,lf,0.156541861,meat,162.4578,out049,medium,tier_1,supermarket_type1,2888.2404,22
food,5.78,regular,0.124110349,snack_foods,262.3568,out010,ultra_high,tier_3,grocery_store,790.9704,23
food,20.2,regular,0.039247736,breakfast,157.663,out046,small,tier_1,supermarket_type1,1095.241,24
food,12.8,low_fat,0.069560905,starchy_foods,263.0252,out013,high,tier_3,supermarket_type1,2885.5772,34
non-consumable,12.857645184135976,low_fat,0.013066448,household,140.9154,out027,medium,tier_3,supermarket_type3,2127.231,36
food,6.635,regular,0.046090204,frozen_foods,37.1506,out046,small,tier_1,supermarket_type1,834.9132,24
food,17.5,low_fat,0.013637046,frozen_foods,258.5304,out046,small,tier_1,supermarket_type1,6199.9296,24
food,19.85,low_fat,0.054245722,seafood,196.0768,out018,medium,tier_3,supermarket_type2,5518.1504,12
non-consumable,12.15,low_fat,0.06479182,others,254.004,out045,ultra_high,tier_2,supermarket_type1,2277.036,19
drinks,10.6,low_fat,0.095064731,dairy,232.4642,out010,ultra_high,tier_3,grocery_store,697.0926,23
food,14.15,low_fat,0.037967687,starchy_foods,125.6046,out049,medium,tier_1,supermarket_type1,1618.5598,22
food,11.6,regular,0.078863888,frozen_foods,83.2276,out013,high,tier_3,supermarket_type1,1543.3244,34
food,13.65,regular,0.184167712,canned,213.7902,out046,small,tier_1,supermarket_type1,1274.3412,24
drinks,12.1,low_fat,0.029949818,soft_drinks,146.3444,out017,ultra_high,tier_2,supermarket_type1,3773.7544,14
non-consumable,20.25,low_fat,0.148302815,health_and_hygiene,108.3938,out049,medium,tier_1,supermarket_type1,2787.0388,22
food,16.6,low_fat,0.026645307,frozen_foods,53.5614,out018,medium,tier_3,supermarket_type2,939.4438,12
drinks,15.7,low_fat,0.030765898,hard_drinks,43.277,out045,ultra_high,tier_2,supermarket_type1,649.155,19
food,17.1,low_fat,0.129140919,fruits_and_vegetables,109.4886,out017,ultra_high,tier_2,supermarket_type1,1667.829,14
drinks,9.895,low_fat,0.16817143,soft_drinks,237.7564,out045,ultra_high,tier_2,supermarket_type1,3813.7024,19
food,8.71,regular,0.04605781,dairy,43.8744,out049,medium,tier_1,supermarket_type1,633.8416,22
food,20.5,low_fat,0.060847634,frozen_foods,75.0696,out010,ultra_high,tier_3,grocery_store,149.1392,23
food,18.0,regular,0.143495952,fruits_and_vegetables,88.7514,out017,ultra_high,tier_2,supermarket_type1,1062.6168,14
non-consumable,8.76,low_fat,0.050256604,health_and_hygiene,127.3336,out018,medium,tier_3,supermarket_type2,2684.5056,12
non-consumable,19.6,low_fat,0.094161662,household,251.9698,out046,small,tier_1,supermarket_type1,4566.0564,24
non-consumable,12.857645184135976,low_fat,0.069968018,others,83.9908,out019,small,tier_1,grocery_store,167.7816,36
food,15.1,low_fat,0.076385385,baking_goods,88.483,out018,medium,tier_3,supermarket_type2,988.713,12
non-consumable,12.15,low_fat,0.029569276,household,115.015,out049,medium,tier_1,supermarket_type1,2912.875,22
